employee_id,opco,pnl_department,raw_department,standardized_role,role_level,role_with_level,role_family,raw_job_title,worker_class,employee_type,work_state,hire_date,tenure_years,fte,scheduled_weekly_hours,pay_basis_resolved,pay_rate,annual_base,hourly_base_rate,overtime_cost,variable_comp_cost,bonus_cost,payroll_tax_cost,benefits_cost,fully_loaded_annual_cost,fully_loaded_hourly_cost,load_factor_applied,data_quality_flag
PIN-10269,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Plumbing Service Technician,Master,Plumbing Service Technician - Master,Field - Service,Plumber - Master,Employee,FT,TX,2023-09-12,2.97,1.0,40.0,Hourly,42.64,88691.2,42.64,10558.61,8853.49,889.04,7522.73,8261.65,124776.72,59.99,1.4069,hours_defaulted;pay_basis_imputed
PIN-10270,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Plumbing Service Technician,Master,Plumbing Service Technician - Master,Field - Service,Plumber - Master,Employee,Full-Time,TX,2018-05-16,8.29,1.0,40.0,Hourly,34.24,71219.2,34.24,8478.58,7109.37,713.9,6040.76,8261.65,101823.46,48.95,1.4297,hours_defaulted;pay_basis_imputed
PIN-10271,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Plumbing Service Technician,Master,Plumbing Service Technician - Master,Field - Service,Plumber - Master,Employee,Full-Time,TX,2024-12-29,1.67,1.0,40.0,Hourly,38.34,79747.2,38.34,9493.83,7960.67,799.38,6764.1,8261.65,113026.83,54.34,1.4173,hours_defaulted;pay_basis_imputed
PIN-10272,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Plumbing Service Technician,Master,Plumbing Service Technician - Master,Field - Service,Plumber - Master,Employee,Regular,TX,2021-06-25,5.18,1.0,40.0,Hourly,42.08,87526.4,42.08,10419.94,8737.22,877.36,7423.93,8261.65,123246.5,59.25,1.4081,hours_defaulted;pay_basis_imputed
PIN-10273,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Plumbing Service Technician,Master,Plumbing Service Technician - Master,Field - Service,Plumber - Master,Employee,Regular,TX,2025-05-25,1.27,1.0,40.0,Hourly,39.78,82742.4,39.78,9850.41,8259.66,829.41,7018.15,8261.65,116961.68,56.23,1.4136,hours_defaulted;pay_basis_imputed
PIN-10274,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Plumbing Service Technician,Master,Plumbing Service Technician - Master,Field - Service,Plumber - Master,Employee,Full-Time,TX,2026-06-21,0.19,1.0,40.0,Hourly,41.26,85820.8,41.26,10216.89,8566.96,860.26,7279.26,8261.65,121005.82,58.18,1.41,hours_defaulted;pay_basis_imputed
PIN-10275,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Plumbing Service Technician,Master,Plumbing Service Technician - Master,Field - Service,Plumber - Master,Employee,Regular,TX,2023-11-06,2.82,1.0,40.0,Hourly,41.14,85571.2,41.14,10187.17,8542.04,857.76,7258.09,8261.65,120677.91,58.02,1.4103,hours_defaulted;pay_basis_imputed
PIN-10426,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Plumbing Service Technician,Apprentice,Plumbing Service Technician - Apprentice,Field - Service,Plumber - Apprentice,Employee,Full-Time,TX,2026-07-14,0.13,1.0,40.0,Hourly,19.0,39520.0,19.0,4704.82,3945.04,396.15,3352.06,8261.65,60179.72,28.93,1.5228,hours_defaulted;pay_basis_imputed
BAY-10321,Bayside Mechanical,Field Service - Repair & Maintenance,Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,FT,FL,2021-12-13,4.71,1.0,40.0,Annual,91500.0,91500.0,43.99,10892.99,9133.88,917.19,7760.97,8261.65,128466.68,61.76,1.404,clean
BAY-10322,Bayside Mechanical,Field Service - Repair & Maintenance,Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Regular,FL,2015-12-10,10.72,1.0,40.0,Annual,97500.0,97500.0,46.88,11607.29,9732.82,977.34,8269.88,8261.65,136348.98,65.55,1.3985,clean
BAY-10323,Bayside Mechanical,Field Service - Repair & Maintenance,Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Full-Time,FL,2025-07-20,1.11,1.0,40.0,Annual,94500.0,94500.0,45.43,11250.14,9433.35,947.26,8015.43,8261.65,132407.83,63.66,1.4011,clean
BAY-10324,Bayside Mechanical,Field Service - Repair & Maintenance,Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Full-Time,FL,2025-06-23,1.19,1.0,40.0,Annual,98000.0,98000.0,47.12,11666.81,9782.73,982.35,8312.29,8261.65,137005.83,65.87,1.398,clean
BAY-10325,Bayside Mechanical,Field Service - Repair & Maintenance,Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,,FL,2023-11-29,2.75,1.0,40.0,Annual,86000.0,86000.0,41.35,10238.22,8584.85,862.06,7294.46,8261.65,121241.24,58.29,1.4098,clean
BAY-10326,Bayside Mechanical,Field Service - Repair & Maintenance,Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Regular,FL,2023-08-01,3.08,1.0,40.0,Annual,88000.0,88000.0,42.31,10476.32,8784.49,882.11,7464.1,8261.65,123868.67,59.55,1.4076,clean
GLC-10261,Great Lakes Comfort Systems,Field Service - Repair & Maintenance,Service - Plumbing,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Regular,MI,2017-08-24,9.02,1.0,40.0,Annual,93000.0,93000.0,44.71,11071.57,9283.61,932.23,7888.2,8261.65,130437.26,62.71,1.4026,clean
GLC-10262,Great Lakes Comfort Systems,Field Service - Repair & Maintenance,Service - HVAC,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Regular,MI,2022-02-18,4.53,1.0,40.0,Annual,96000.0,96000.0,46.15,11428.71,9583.08,962.3,8142.65,8261.65,134378.39,64.6,1.3998,clean
GLC-10263,Great Lakes Comfort Systems,Field Service - Repair & Maintenance,Service - HVAC,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,FT,MI,2024-04-22,2.36,1.0,40.0,Annual,94500.0,94500.0,45.43,11250.14,9433.35,947.26,8015.43,8261.65,132407.83,63.66,1.4011,clean
GLC-10264,Great Lakes Comfort Systems,Field Service - Repair & Maintenance,Service - Plumbing,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Regular,MI,2013-10-04,12.91,1.0,40.0,Annual,86000.0,86000.0,41.35,10238.22,8584.85,862.06,7294.46,8261.65,121241.24,58.29,1.4098,clean
GLC-10265,Great Lakes Comfort Systems,Field Service - Repair & Maintenance,Service - HVAC,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Regular,MI,2021-09-25,4.93,1.0,40.0,Annual,90500.0,90500.0,43.51,10773.94,9034.05,907.17,7676.15,8261.65,127152.96,61.13,1.405,clean
GLC-10266,Great Lakes Comfort Systems,Field Service - Repair & Maintenance,Service - HVAC,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,FT,MI,2021-12-03,4.74,1.0,40.0,Annual,85500.0,85500.0,41.11,10178.7,8534.93,857.05,7252.05,8261.65,120584.38,57.97,1.4103,clean
GLC-10267,Great Lakes Comfort Systems,Field Service - Repair & Maintenance,Service - HVAC,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,,MI,2017-12-20,8.7,1.0,40.0,Annual,96000.0,96000.0,46.15,11428.71,9583.08,962.3,8142.65,8261.65,134378.39,64.6,1.3998,clean
PIN-10283,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,,TX,2022-01-17,4.62,1.0,40.0,Annual,99000.0,99000.0,47.6,11785.86,9882.56,992.37,8397.11,8261.65,138319.55,66.5,1.3972,hours_defaulted;pay_basis_imputed
PIN-10284,Pinnacle Plumbing & Drain,Field Service - Repair & Maintenance,Field,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,,TX,2019-11-02,6.83,1.0,40.0,Annual,94500.0,94500.0,45.43,11250.14,9433.35,947.26,8015.43,8261.65,132407.83,63.66,1.4011,hours_defaulted;pay_basis_imputed
RED-10199,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,FT,AZ,2023-02-27,3.51,1.0,40.0,Annual,94500.0,94500.0,45.43,11250.14,9433.35,947.26,8015.43,8261.65,132407.83,63.66,1.4011,hours_defaulted
RED-10200,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Regular,AZ,2024-02-14,2.54,1.0,40.0,Annual,86500.0,86500.0,41.59,10297.75,8634.76,867.07,7336.87,8261.65,121898.1,58.6,1.4092,hours_defaulted
RED-10201,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Regular,AZ,2023-11-15,2.79,1.0,40.0,Annual,96500.0,96500.0,46.39,11488.24,9633.0,967.31,8185.06,8261.65,135035.26,64.92,1.3993,hours_defaulted
RED-10202,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,FT,AZ,2019-08-12,7.05,1.0,40.0,Annual,91000.0,91000.0,43.75,10833.47,9083.97,912.18,7718.56,8261.65,127809.83,61.45,1.4045,hours_defaulted
RED-10203,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Service Manager,NA,Service Manager,Field Leadership,Service Manager,Employee,Full-Time,AZ,2024-02-15,2.54,1.0,40.0,Annual,95000.0,95000.0,45.67,11309.66,9483.26,952.28,8057.83,8261.65,133064.68,63.97,1.4007,hours_defaulted
BAY-10458,Bayside Mechanical,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,FT,FL,2025-10-18,0.87,1.0,40.0,Hourly,23.16,48172.8,23.16,0.0,0.0,3851.26,3608.0,7498.36,63130.42,30.35,1.3105,clean
BAY-10459,Bayside Mechanical,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Full-Time,FL,2020-02-10,6.55,1.0,40.0,Hourly,24.125,50180.0,24.12,0.0,0.0,4011.73,3758.33,7498.36,65448.42,31.47,1.3043,pay_rate_imputed
BAY-10460,Bayside Mechanical,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Regular,FL,2024-03-11,2.47,1.0,40.0,Hourly,24.02,49961.6,24.02,0.0,0.0,3994.27,3741.97,7498.36,65196.2,31.34,1.3049,clean
BAY-10461,Bayside Mechanical,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Regular,FL,2024-08-07,2.06,1.0,40.0,Hourly,26.07,54225.6,26.07,0.0,0.0,4335.16,4061.34,7498.36,70120.46,33.71,1.2931,clean
BAY-10462,Bayside Mechanical,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,FT,FL,2023-09-16,2.96,1.0,40.0,Hourly,26.27,54641.6,26.27,0.0,0.0,4368.42,4092.49,7498.36,70600.87,33.94,1.2921,clean
BAY-10463,Bayside Mechanical,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Regular,FL,2023-04-20,3.36,1.0,40.0,Hourly,23.24,48339.2,23.24,0.0,0.0,3864.57,3620.46,7498.36,63322.59,30.44,1.31,clean
BAY-10464,Bayside Mechanical,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,,FL,2024-10-22,1.86,1.0,40.0,Hourly,24.23,50398.4,24.23,0.0,0.0,4029.19,3774.69,7498.36,65700.64,31.59,1.3036,clean
GLC-10375,Great Lakes Comfort Systems,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Regular,MI,2022-09-22,3.94,1.0,40.0,Hourly,26.77,55681.6,26.77,0.0,0.0,4451.57,4170.39,7498.36,71801.92,34.52,1.2895,clean
GLC-10376,Great Lakes Comfort Systems,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Full-Time,MI,2026-02-18,0.53,1.0,40.0,Hourly,23.53,48942.4,23.53,0.0,0.0,3912.79,3665.64,7498.36,64019.19,30.78,1.3081,clean
GLC-10377,Great Lakes Comfort Systems,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Regular,MI,2024-03-30,2.42,1.0,40.0,Hourly,23.49,48859.2,23.49,0.0,0.0,3906.14,3659.41,7498.36,63923.11,30.73,1.3083,clean
GLC-10378,Great Lakes Comfort Systems,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,,MI,2024-01-26,2.6,1.0,40.0,Hourly,24.43,50814.4,24.43,0.0,0.0,4062.45,3805.85,7498.36,66181.06,31.82,1.3024,clean
GLC-10379,Great Lakes Comfort Systems,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Full-Time,MI,2016-10-12,9.88,1.0,40.0,Hourly,21.27,44241.6,21.27,0.0,0.0,3536.97,3313.56,7498.36,58590.49,28.17,1.3243,clean
PIN-10407,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,,TX,2024-05-25,2.27,1.0,40.0,Hourly,22.64,47091.2,22.64,0.0,0.0,3764.79,3526.99,7498.36,61881.34,29.75,1.3141,hours_defaulted;pay_basis_imputed
PIN-10408,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Full-Time,TX,2023-11-13,2.8,1.0,40.0,Hourly,23.9,49712.0,23.9,0.0,0.0,3974.32,3723.28,7498.36,64907.96,31.21,1.3057,hours_defaulted;pay_basis_imputed
PIN-10409,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,FT,TX,2024-07-07,2.15,1.0,40.0,Hourly,23.5,48880.0,23.5,0.0,0.0,3907.8,3660.97,7498.36,63947.13,30.74,1.3082,hours_defaulted;pay_basis_imputed
PIN-10410,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Regular,TX,2024-01-16,2.62,1.0,40.0,Hourly,22.23,46238.4,22.23,0.0,0.0,3696.61,3463.12,7498.36,60896.49,29.28,1.317,hours_defaulted;pay_basis_imputed
PIN-10411,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Regular,TX,2024-09-06,1.98,1.0,40.0,Hourly,22.28,46342.4,22.28,0.0,0.0,3704.93,3470.91,7498.36,61016.6,29.33,1.3166,hours_defaulted;pay_basis_imputed
PIN-10412,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Full-Time,TX,2025-02-21,1.52,1.0,40.0,Hourly,22.91,47652.8,22.91,0.0,0.0,3809.69,3569.05,7498.36,62529.9,30.06,1.3122,hours_defaulted;pay_basis_imputed
PIN-10413,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,FT,TX,2023-10-05,2.9,1.0,40.0,Hourly,22.84,47507.2,22.84,0.0,0.0,3798.05,3558.15,7498.36,62361.76,29.98,1.3127,hours_defaulted;pay_basis_imputed
RED-10269,Redwood Electric,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Full-Time,AZ,2025-04-25,1.35,1.0,40.0,Hourly,24.74,51459.2,24.74,0.0,0.0,4114.0,3854.14,7498.36,66925.7,32.18,1.3006,hours_defaulted
RED-10270,Redwood Electric,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,,AZ,2020-05-09,6.31,1.0,40.0,Hourly,21.42,44553.6,21.42,0.0,0.0,3561.92,3336.93,7498.36,58950.81,28.34,1.3231,hours_defaulted
RED-10271,Redwood Electric,Finance & Accounting,Finance,AP/AR Specialist,NA,AP/AR Specialist,Finance & Accounting,AP/AR Specialist,Employee,Regular,AZ,2021-09-06,4.98,1.0,40.0,Hourly,26.38,54870.4,26.38,0.0,0.0,4386.71,4109.63,7498.36,70865.1,34.07,1.2915,hours_defaulted
BAY-10467,Bayside Mechanical,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Regular,FL,2023-07-07,3.15,1.0,40.0,Annual,68000.0,68000.0,32.69,0.0,0.0,5436.38,5093.0,7498.36,86027.74,41.36,1.2651,clean
BAY-10468,Bayside Mechanical,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,FT,FL,2023-09-10,2.97,1.0,40.0,Annual,68500.0,68500.0,32.93,0.0,0.0,5476.36,5130.45,7498.36,86605.17,41.64,1.2643,clean
BAY-10469,Bayside Mechanical,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Regular,FL,2024-11-11,1.8,1.0,40.0,Annual,64000.0,64000.0,30.77,0.0,0.0,5116.6,4793.41,7498.36,81408.37,39.14,1.272,clean
BAY-10470,Bayside Mechanical,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Regular,FL,2022-11-21,3.78,1.0,40.0,Annual,69000.0,69000.0,33.17,0.0,0.0,5516.33,5167.89,7498.36,87182.58,41.91,1.2635,clean
BAY-10471,Bayside Mechanical,Finance & Accounting,Finance,Accountant,Senior,Accountant - Senior,Finance & Accounting,Senior Accountant,Employee,Regular,FL,2024-06-14,2.21,1.0,40.0,Annual,85000.0,85000.0,40.87,0.0,0.0,6795.48,6366.25,7498.36,105660.09,50.8,1.2431,clean
BAY-10472,Bayside Mechanical,Finance & Accounting,Finance,Accountant,Senior,Accountant - Senior,Finance & Accounting,Senior Accountant,Employee,,FL,2022-08-15,4.04,1.0,40.0,Annual,86500.0,86500.0,41.59,0.0,0.0,6915.4,6478.59,7498.36,107392.35,51.63,1.2415,clean
GLC-10380,Great Lakes Comfort Systems,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Full-Time,MI,2025-04-14,1.38,1.0,40.0,Annual,66500.0,66500.0,31.97,0.0,0.0,5316.46,4980.65,7498.36,84295.47,40.53,1.2676,clean
GLC-10381,Great Lakes Comfort Systems,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Regular,MI,2021-12-09,4.73,1.0,40.0,Annual,62500.0,62500.0,30.05,0.0,0.0,4996.68,4681.06,7498.36,79676.1,38.31,1.2748,clean
GLC-10382,Great Lakes Comfort Systems,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,FT,MI,2024-10-02,1.91,1.0,40.0,Annual,62500.0,62500.0,30.05,0.0,0.0,4996.68,4681.06,7498.36,79676.1,38.31,1.2748,clean
GLC-10383,Great Lakes Comfort Systems,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Full-Time,MI,2024-05-30,2.25,1.0,40.0,Annual,65000.0,65000.0,31.25,0.0,0.0,5196.54,4868.31,7498.36,82563.21,39.69,1.2702,clean
GLC-10384,Great Lakes Comfort Systems,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Regular,MI,2025-06-25,1.18,1.0,40.0,Annual,59000.0,59000.0,28.37,0.0,0.0,4716.86,4418.92,7498.36,75634.14,36.36,1.2819,clean
GLC-10385,Great Lakes Comfort Systems,Finance & Accounting,Finance,Accountant,Senior,Accountant - Senior,Finance & Accounting,Senior Accountant,Employee,FT,MI,2025-02-06,1.56,1.0,40.0,Annual,77500.0,77500.0,37.26,0.0,0.0,6195.88,5804.52,7498.36,96998.76,46.63,1.2516,clean
NHS-10005,Northstar Corporate,Finance & Accounting,Finance & Accounting,Accountant,Senior,Accountant - Senior,Finance & Accounting,Senior Accountant,Employee,Full-Time,FL,2024-02-22,2.52,1.0,40.0,Annual,89500.0,89500.0,43.03,0.0,0.0,7155.24,6703.28,7498.36,110856.88,53.3,1.2386,clean
NHS-10006,Northstar Corporate,Finance & Accounting,Finance & Accounting,Accountant,Senior,Accountant - Senior,Finance & Accounting,Senior Accountant,Employee,FT,FL,2026-02-13,0.54,1.0,40.0,Annual,86000.0,86000.0,41.35,0.0,0.0,6875.43,6441.14,7498.36,106814.93,51.35,1.242,clean
NHS-10007,Northstar Corporate,Finance & Accounting,Finance & Accounting,Accountant,Senior,Accountant - Senior,Finance & Accounting,Senior Accountant,Employee,,FL,2024-03-10,2.48,1.0,40.0,Annual,76500.0,76500.0,36.78,0.0,0.0,6115.93,5729.62,7498.36,95843.91,46.08,1.2529,clean
PIN-10415,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,,TX,2021-03-14,5.46,1.0,40.0,Annual,62000.0,62000.0,29.81,0.0,0.0,4956.7,4643.61,7498.36,79098.67,38.03,1.2758,hours_defaulted;pay_basis_imputed
PIN-10416,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Regular,TX,2018-11-09,7.81,1.0,40.0,Annual,67500.0,67500.0,32.45,0.0,0.0,5396.41,5055.55,7498.36,85450.32,41.08,1.2659,hours_defaulted;pay_basis_imputed
PIN-10417,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Regular,TX,2022-12-26,3.68,1.0,40.0,Annual,70000.0,70000.0,33.65,0.0,0.0,5596.28,5242.79,7498.36,88337.43,42.47,1.262,hours_defaulted;pay_basis_imputed
PIN-10418,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,Accountant,Senior,Accountant - Senior,Finance & Accounting,Senior Accountant,Employee,Regular,TX,2018-10-22,7.86,1.0,40.0,Annual,80000.0,80000.0,38.46,0.0,0.0,6395.75,5991.76,7498.36,99885.87,48.02,1.2486,hours_defaulted;pay_basis_imputed
PIN-10419,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,Accountant,Senior,Accountant - Senior,Finance & Accounting,Senior Accountant,Employee,,TX,2025-05-25,1.27,1.0,40.0,Annual,86500.0,86500.0,41.59,0.0,0.0,6915.4,6478.59,7498.36,107392.35,51.63,1.2415,hours_defaulted;pay_basis_imputed
RED-10273,Redwood Electric,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Regular,AZ,2023-03-11,3.47,1.0,40.0,Annual,62000.0,62000.0,29.81,0.0,0.0,4956.7,4643.61,7498.36,79098.67,38.03,1.2758,hours_defaulted
RED-10274,Redwood Electric,Finance & Accounting,Finance,Accountant,Staff,Accountant - Staff,Finance & Accounting,Staff Accountant,Employee,Regular,AZ,2026-02-23,0.52,1.0,40.0,Annual,64500.0,64500.0,31.01,0.0,0.0,5156.57,4830.86,7498.36,81985.79,39.42,1.2711,hours_defaulted
GLC-10386,Great Lakes Comfort Systems,Finance & Accounting,Finance,Controller,NA,Controller,Finance & Accounting,Controller,Employee,,MI,2025-05-20,1.28,1.0,40.0,Annual,125500.0,125500.0,60.34,0.0,0.0,10033.33,9399.58,7498.36,152431.27,73.28,1.2146,clean
PIN-10420,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,Controller,NA,Controller,Finance & Accounting,Controller,Employee,,TX,2024-10-04,1.91,1.0,40.0,Annual,120000.0,120000.0,57.69,0.0,0.0,9593.62,8987.64,7498.36,146079.62,70.23,1.2173,hours_defaulted;pay_basis_imputed
PIN-10421,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,Controller,NA,Controller,Finance & Accounting,Controller,Employee,FT,TX,2022-08-28,4.01,1.0,40.0,Annual,123000.0,123000.0,59.13,0.0,0.0,9833.46,9212.33,7498.36,149544.15,71.9,1.2158,hours_defaulted;pay_basis_imputed
PIN-10422,Pinnacle Plumbing & Drain,Finance & Accounting,Acctg,Controller,NA,Controller,Finance & Accounting,Controller,Employee,Full-Time,TX,2020-12-18,5.7,1.0,40.0,Annual,139000.0,139000.0,66.83,0.0,0.0,11112.61,10410.69,7498.36,168021.66,80.78,1.2088,hours_defaulted;pay_basis_imputed
NHS-10008,Northstar Corporate,Finance & Accounting,Finance & Accounting,FP&A Analyst,NA,FP&A Analyst,Finance & Accounting,FP&A Analyst,Employee,,FL,2024-01-09,2.64,1.0,40.0,Annual,84500.0,84500.0,40.62,0.0,0.0,6755.51,6328.8,7498.36,105082.67,50.52,1.2436,clean
NHS-10009,Northstar Corporate,Finance & Accounting,Finance & Accounting,FP&A Analyst,NA,FP&A Analyst,Finance & Accounting,FP&A Analyst,Employee,Full-Time,FL,2025-01-14,1.63,1.0,40.0,Annual,92500.0,92500.0,44.47,0.0,0.0,7395.08,6927.97,7498.36,114321.41,54.96,1.2359,clean
NHS-10010,Northstar Corporate,Finance & Accounting,Finance & Accounting,FP&A Analyst,NA,FP&A Analyst,Finance & Accounting,FP&A Analyst,Employee,Regular,FL,2025-11-09,0.81,1.0,40.0,Annual,81500.0,81500.0,39.18,0.0,0.0,6515.67,6104.11,7498.36,101618.14,48.85,1.2468,clean
NHS-10011,Northstar Corporate,Finance & Accounting,Finance & Accounting,FP&A Analyst,NA,FP&A Analyst,Finance & Accounting,FP&A Analyst,Employee,Regular,FL,2021-04-06,5.4,1.0,40.0,Annual,91500.0,91500.0,43.99,0.0,0.0,7315.13,6853.08,7498.36,113166.57,54.41,1.2368,clean
BAY-10465,Bayside Mechanical,Finance & Accounting,Finance,Payroll Specialist,NA,Payroll Specialist,Finance & Accounting,Payroll Specialist,Employee,Full-Time,FL,2025-11-12,0.8,1.0,40.0,Annual,56000.0,56000.0,26.92,0.0,0.0,4477.02,4194.23,7498.36,72169.61,34.7,1.2887,clean
BAY-10466,Bayside Mechanical,Finance & Accounting,Finance,Payroll Specialist,NA,Payroll Specialist,Finance & Accounting,Payroll Specialist,Employee,Regular,FL,2022-01-03,4.66,1.0,40.0,Annual,55500.0,55500.0,26.68,0.0,0.0,4437.05,4156.78,7498.36,71592.19,34.42,1.2899,clean
NHS-10001,Northstar Corporate,Finance & Accounting,Finance & Accounting,Payroll Specialist,NA,Payroll Specialist,Finance & Accounting,Payroll Specialist,Employee,FT,FL,2022-09-21,3.94,1.0,40.0,Annual,59500.0,59500.0,28.61,0.0,0.0,4756.84,4456.37,7498.36,76211.57,36.64,1.2809,clean
