employee_id,opco,raw_department,raw_job_title,field,issue,original_value,resolved_value,rule_applied
RED-10193,Redwood Electric,Field Ops - Service,Field Supervisor,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10127,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10262,Redwood Electric,Parts & Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10204,Redwood Electric,Sales,Home Solutions Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10264,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10199,Redwood Electric,Field Ops - Service,Service Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10036,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-C322,Redwood Electric,Installation,Contract Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10286,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10122,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10084,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10070,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10157,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10154,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10153,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10377,Pinnacle Plumbing & Drain,Call Center,Call Center Supervisor,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10028,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10163,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10008,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10420,Pinnacle Plumbing & Drain,Acctg,Controller,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10283,Pinnacle Plumbing & Drain,Field,Service Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10269,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10094,Redwood Electric,Installation,Install Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10224,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10414,Pinnacle Plumbing & Drain,Acctg,Payroll Specialist,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10162,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10256,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10106,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10183,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10272,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10156,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10337,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10293,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10180,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10101,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10376,Pinnacle Plumbing & Drain,Call Center,Call Center Supervisor,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10072,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10233,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10015,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10063,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10164,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10245,Redwood Electric,CSR,Dispatcher,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10117,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10397,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10211,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10123,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10301,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-C321,Pinnacle Plumbing & Drain,Field,Contract Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10170,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10410,Pinnacle Plumbing & Drain,Acctg,AP/AR Specialist,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10325,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10189,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10155,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10072,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10141,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10234,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10048,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10226,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10109,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10158,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10215,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10111,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10405,Pinnacle Plumbing & Drain,Fleet,Fleet Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10419,Pinnacle Plumbing & Drain,Acctg,Senior Accountant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10187,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-C325,Redwood Electric,Field Ops - Service,Contract Electrician,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10327,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10043,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10273,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10022,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10066,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10128,Pinnacle Plumbing & Drain,Field,Installation Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10179,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10257,Redwood Electric,Parts & Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10271,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10273,Redwood Electric,Finance,Staff Accountant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10265,Redwood Electric,Parts & Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10086,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10217,Redwood Electric,Sales,Sr Home Solutions Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10001,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10078,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10059,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10037,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10247,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10274,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10192,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10148,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10130,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10062,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10347,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10331,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10135,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10322,Pinnacle Plumbing & Drain,Sales,Sales Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10121,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-C337,Pinnacle Plumbing & Drain,Fleet,Temp Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10316,Pinnacle Plumbing & Drain,Sales,Inside Sales Representative,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10150,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10251,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10010,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10221,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10277,Redwood Electric,HR,HR Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10031,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10211,Redwood Electric,Sales,Home Solutions Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10270,Redwood Electric,Finance,AP/AR Specialist,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10022,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10005,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10096,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10220,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10243,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10235,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10210,Redwood Electric,Sales,Home Solutions Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10118,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10254,Redwood Electric,Parts & Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10168,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10367,Pinnacle Plumbing & Drain,Call Center,Dispatcher,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10232,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10289,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10275,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10109,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10140,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10150,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10239,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10178,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10045,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10242,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10143,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10012,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10231,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10195,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10139,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10112,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10234,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10364,Pinnacle Plumbing & Drain,Call Center,Dispatcher,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10173,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10245,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10387,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10027,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10391,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10077,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10057,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10151,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10049,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10090,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10013,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10382,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10230,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10238,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10032,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10054,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10361,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10015,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10020,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10110,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10205,Redwood Electric,Sales,Home Solutions Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10304,Pinnacle Plumbing & Drain,Sales,Sales Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10336,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10166,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10383,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10213,Redwood Electric,Sales,Sr Home Solutions Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10105,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10134,Pinnacle Plumbing & Drain,Field,Installation Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10156,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10402,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10186,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10284,Redwood Electric,IT,Systems Administrator,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10219,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10100,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10207,Redwood Electric,Sales,Home Solutions Consultant,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10201,Redwood Electric,Field Ops - Service,Service Manager,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10196,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10080,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10157,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10253,Pinnacle Plumbing & Drain,Field,Plumber - Master,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10110,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10086,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10046,Redwood Electric,Installation,Electrical Installer (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10188,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10351,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10195,Redwood Electric,Field Ops - Service,Field Supervisor,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10169,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10280,Redwood Electric,HR,Recruiter,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10076,Pinnacle Plumbing & Drain,Field,Plumbing Installer,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10149,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10244,Redwood Electric,CSR,Cust Svc Rep,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
RED-10080,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10342,Pinnacle Plumbing & Drain,Call Center,CSR,scheduled_weekly_hours,Blank scheduled hours,blank,40.0,Default to 40 hours per week
PIN-10307,Pinnacle Plumbing & Drain,Sales,Senior Sales Consultant,pay_basis,Blank pay basis,50500.0,Annual,"Rate below 200 is Hourly, at or above is Annual"
