employee_id,opco,department,job_title,job_level,employee_type,pay_rate,pay_basis,scheduled_weekly_hours,hire_date,termination_date,status,work_state
GLC-10190,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,FT,33.9,Hourly,40.0,2025-07-09,,Active,MI
GLC-10248,Great Lakes Comfort Systems,Service - Plumbing,Technician,L3,Full-Time,34.84,Hourly,40.0,2024-04-08,,Active,MI
GLC-10098,Great Lakes Comfort Systems,Install,Installer,L3,Regular,42.1,Hourly,40.0,2025-11-22,,Active,MI
GLC-10270,Great Lakes Comfort Systems,Sales,Comfort Advisor,L2,Regular,50500.0,Annual,40.0,2023-07-29,,Active,MI
RED-10008,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),,Regular,19.55,Hourly,,2022-07-21,,Active,AZ
NHS-10027,Northstar Corporate,IT,Help Desk Technician,,,26.86,Hourly,40.0,2023-08-26,,Active,FL
BAY-10122,Bayside Mechanical,Install,Lead HVAC Installer,,Full-Time,42.36,Hourly,40.0,2025-03-27,,Active,FL
GLC-10390,Great Lakes Comfort Systems,Executive,General Manager,L4,Regular,162500.0,Annual,40.0,2025-11-25,,Active,MI
GLC-10120,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Regular,21.86,Hourly,40.0,2019-12-10,,Active,MI
PIN-10420,Pinnacle Plumbing & Drain,Acctg,Controller,,,120000.0,,,2024-10-04,,Active,TX
PIN-10283,Pinnacle Plumbing & Drain,Field,Service Manager,,,99000.0,,,2022-01-17,,Active,TX
GLC-10082,Great Lakes Comfort Systems,Install,Installer,L2,FT,28.69,Hourly,40.0,2022-03-24,,Active,MI
BAY-10131,Bayside Mechanical,Install,Install Mgr,,Regular,78000.0,Annual,40.0,2025-01-28,,Active,FL
BAY-10271,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,29.45,Hourly,40.0,2024-10-21,,Active,FL
GLC-10209,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Full-Time,26.18,Hourly,40.0,2023-02-26,,Active,MI
GLC-10380,Great Lakes Comfort Systems,Finance,Staff Accountant,L2,Full-Time,66500.0,Annual,40.0,2025-04-14,,Active,MI
GLC-10092,Great Lakes Comfort Systems,Install,Installer,L3,,43.77,Hourly,40.0,2024-04-05,,Active,MI
BAY-10192,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,33.16,Hourly,40.0,2022-07-08,,Active,FL
BAY-10025,Bayside Mechanical,Install,HVAC Installer I,,Regular,18.98,Hourly,40.0,2019-11-19,,Active,FL
GLC-10021,Great Lakes Comfort Systems,Install,Installer,L1,Regular,20.22,Hourly,40.0,2020-07-01,,Active,MI
GLC-10225,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,Full-Time,42.83,Hourly,40.0,2022-03-19,,Active,MI
BAY-90014,Bayside Mechanical,Warehouse,Warehouse Associate,,Regular,16.53,Hourly,40.0,2022-12-22,,Terminated,FL
GLC-10150,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Full-Time,26.46,Hourly,40.0,2024-04-30,,Active,MI
BAY-10314,Bayside Mechanical,Service,Service Supervisor,,Regular,82000.0,Annual,40.0,2025-02-19,,Active,FL
GLC-10229,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,Full-Time,38.33,Hourly,40.0,2022-10-18,,Active,MI
GLC-90000,Great Lakes Comfort Systems,Service - Plumbing,Field Supervisor,L4,,77000.0,Annual,40.0,2012-12-05,2026-01-17,Terminated,MI
PIN-10269,Pinnacle Plumbing & Drain,Field,Plumber - Master,,FT,42.64,,,2023-09-12,,Active,TX
BAY-10152,Bayside Mechanical,Service,HVAC Service Tech I,,Full-Time,20.47,Hourly,40.0,2025-02-04,,Active,FL
GLC-10206,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,Regular,25.5,Hourly,40.0,2018-09-25,,Active,MI
BAY-10474,Bayside Mechanical,HR,HR Coordinator,,,46000.0,Annual,40.0,2025-04-17,,Active,FL
NHS-10046,Northstar Corporate,IT,Business Systems Analyst,,,91000.0,Annual,40.0,2025-04-28,,Active,FL
GLC-10366,Great Lakes Comfort Systems,Warehouse,Parts Coordinator,L2,Regular,25.32,Hourly,40.0,2020-12-03,,Active,MI
BAY-10331,Bayside Mechanical,Sales,Comfort Advisor,,Full-Time,42500.0,Annual,40.0,2023-04-16,,Active,FL
RED-10094,Redwood Electric,Installation,Install Manager,,,83000.0,Annual,,2022-07-22,,Active,AZ
RED-10224,Redwood Electric,CSR,Cust Svc Rep,,Full-Time,19.53,Hourly,,2015-01-03,,Active,AZ
BAY-10250,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,26.99,Hourly,40.0,2016-10-11,,Active,FL
BAY-10413,Bayside Mechanical,Customer Care,Dispatcher,,FT,19.82,Hourly,24.0,2020-03-04,,Active,FL
BAY-10351,Bayside Mechanical,Sales,Comfort Advisor,,,43500.0,Annual,40.0,2024-01-11,,Active,FL
PIN-10414,Pinnacle Plumbing & Drain,Acctg,Payroll Specialist,,Full-Time,56500.0,,,2022-10-29,,Active,TX
PIN-10162,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,,19.63,,,2021-11-03,,Active,TX
PIN-10256,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Full-Time,41.75,,,2022-04-08,,Active,TX
RED-10106,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,Regular,19.29,Hourly,,2024-08-18,,Active,AZ
PIN-10183,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,28.29,,,2022-12-19,,Active,TX
BAY-10128,Bayside Mechanical,Install,Lead HVAC Installer,,Regular,42.63,Hourly,40.0,2023-08-24,,Active,FL
PIN-10272,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Regular,42.08,,,2021-06-25,,Active,TX
PIN-10156,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,Regular,20.48,,,2023-06-14,,Active,TX
GLC-10162,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,FT,31.79,Hourly,40.0,2019-04-29,,Active,MI
BAY-10073,Bayside Mechanical,Install,HVAC Installer II,,Regular,29.65,Hourly,40.0,2025-05-11,,Active,FL
PIN-10337,Pinnacle Plumbing & Drain,Call Center,CSR,,Regular,18.67,,,2026-04-17,,Active,TX
PIN-10293,Pinnacle Plumbing & Drain,Sales,Sales Consultant,,FT,51000.0,,,2025-10-21,,Active,TX
BAY-10393,Bayside Mechanical,Customer Care,Customer Service Rep,,Regular,19.01,Hourly,29.0,2025-06-02,,Active,FL
BAY-10373,Bayside Mechanical,Customer Care,Customer Service Rep,,,16.87,Hourly,40.0,2024-09-14,,Active,FL
BAY-10096,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,26.29,Hourly,40.0,2025-09-02,,Active,FL
PIN-10180,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Full-Time,28.17,,,2020-10-08,,Active,TX
RED-10101,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,FT,18.86,Hourly,,2021-07-31,,Active,AZ
BAY-10111,Bayside Mechanical,Install,Lead HVAC Installer,,Regular,42.61,Hourly,40.0,2023-03-14,,Active,FL
NHS-10077,Northstar Corporate,Executive & Corporate,Chief Operating Officer,,Regular,313500.0,Annual,40.0,2017-02-16,,Active,FL
PIN-10376,Pinnacle Plumbing & Drain,Call Center,Call Center Supervisor,,Full-Time,56500.0,,,2018-12-12,,Active,TX
RED-10072,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,28.14,Hourly,,2023-03-03,,Active,AZ
GLC-10354,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,FT,19.69,Hourly,24.0,2019-03-06,,Active,MI
GLC-10062,Great Lakes Comfort Systems,Install,Installer,L2,Full-Time,24.76,Hourly,40.0,2022-10-04,,Active,MI
RED-10233,Redwood Electric,CSR,Cust Svc Rep,,Regular,19.34,Hourly,,2018-03-02,,Active,AZ
RED-10015,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),,Regular,18.34,Hourly,,2018-01-19,,Active,AZ
BAY-10196,Bayside Mechanical,Service,HVAC Service Tech II,,FT,25.06,Hourly,40.0,2023-12-24,,Active,FL
PIN-10063,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,24.72,,,2025-02-28,,Active,TX
RED-10164,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,FT,26.54,Hourly,,2024-11-15,,Active,AZ
GLC-10121,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Full-Time,18.35,Hourly,40.0,2020-12-26,,Active,MI
RED-10245,Redwood Electric,CSR,Dispatcher,,FT,21.8,Hourly,,2021-09-11,,Active,AZ
PIN-10117,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Full-Time,41.41,,,2023-11-14,,Active,TX
PIN-10397,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,,Regular,23.29,,,2026-03-21,,Active,TX
BAY-10377,Bayside Mechanical,Customer Care,Customer Service Rep,,Full-Time,17.74,Hourly,40.0,2021-06-17,,Active,FL
PIN-10211,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,25.9,,,2023-03-06,,Active,TX
NHS-10050,Northstar Corporate,IT,IT Manager,,,118500.0,Annual,40.0,2024-01-14,,Active,FL
BAY-10053,Bayside Mechanical,Install,HVAC Installer II,,,28.01,Hourly,40.0,2025-10-20,,Active,FL
GLC-10097,Great Lakes Comfort Systems,Install,Installer,L3,Regular,44.36,Hourly,40.0,2020-06-24,,Active,MI
RED-90057,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,26.11,Hourly,,2018-07-28,,Terminated,AZ
BAY-10426,Bayside Mechanical,Customer Care,Call Center Supervisor,,,63500.0,Annual,40.0,2023-10-11,,Active,FL
PIN-10123,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Regular,44.23,,,2023-12-19,,Active,TX
BAY-C339,Bayside Mechanical,Customer Care,Temp CSR,,Temp,17.01,Hourly,40.0,2025-06-05,,Active,FL
BAY-10181,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,24.77,Hourly,40.0,2025-12-30,,Active,FL
BAY-10254,Bayside Mechanical,Service,HVAC Service Tech II,,FT,27.95,Hourly,40.0,2022-06-26,,Active,FL
GLC-10072,Great Lakes Comfort Systems,Install,Installer,L2,Regular,24.11,Hourly,40.0,2026-03-23,,Active,MI
PIN-10301,Pinnacle Plumbing & Drain,Sales,Sales Consultant,,Regular,47000.0,,,2023-04-06,,Active,TX
PIN-C321,Pinnacle Plumbing & Drain,Field,Contract Installer,,Contractor,38.56,,,2025-03-14,,Active,TX
GLC-10027,Great Lakes Comfort Systems,Install,Installer,L1,Regular,19.6,Hourly,40.0,2020-08-01,,Active,MI
PIN-10170,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,31.53,,,2024-01-23,,Active,TX
PIN-10410,Pinnacle Plumbing & Drain,Acctg,AP/AR Specialist,,Regular,22.23,,,2024-01-16,,Active,TX
BAY-10320,Bayside Mechanical,Service,Service Supervisor,,Full-Time,84000.0,Annual,40.0,2020-09-23,,Active,FL
PIN-10325,Pinnacle Plumbing & Drain,Call Center,CSR,,Full-Time,17.48,,,2024-10-14,,Active,TX
BAY-10364,Bayside Mechanical,Sales,Inside Sales Representative,,FT,21.57,Hourly,40.0,2025-11-22,,Active,FL
NHS-10013,Northstar Corporate,HR,Recruiter,,Regular,64500.0,Annual,40.0,2021-10-06,,Active,FL
RED-10189,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Full-Time,40.45,Hourly,,2019-08-05,,Active,AZ
RED-10155,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,FT,29.19,Hourly,,2017-04-16,,Active,AZ
GLC-10348,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,Full-Time,19.63,Hourly,40.0,2022-10-18,,Active,MI
PIN-10072,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,,23.8,,,2026-02-05,,Active,TX
NHS-10079,Northstar Corporate,Marketing,Digital Marketing Specialist,,Regular,72000.0,Annual,40.0,2026-08-03,,Active,FL
PIN-10141,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,Full-Time,20.01,,,2025-12-11,,Active,TX
BAY-10263,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,27.81,Hourly,40.0,2023-03-31,,Active,FL
GLC-10020,Great Lakes Comfort Systems,Install,Installer,L1,,17.07,Hourly,40.0,2021-03-11,,Active,MI
RED-10234,Redwood Electric,CSR,Cust Svc Rep,,Regular,20.89,Hourly,,2025-09-15,,Active,AZ
RED-10048,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,27.74,Hourly,,2016-07-16,,Active,AZ
RED-10226,Redwood Electric,CSR,Cust Svc Rep,,,16.18,Hourly,,2022-10-09,,Active,AZ
NHS-10019,Northstar Corporate,HR,HR Business Partner,,Regular,98000.0,Annual,40.0,2025-02-14,,Active,FL
PIN-10109,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,,42.42,,,2025-08-21,,Active,TX
BAY-10076,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,27.43,Hourly,40.0,2015-03-04,,Active,FL
GLC-10235,Great Lakes Comfort Systems,Service - Plumbing,Technician,L3,Regular,41.21,Hourly,40.0,2021-07-11,,Active,MI
GLC-10247,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,Full-Time,43.88,Hourly,40.0,2025-11-07,,Active,MI
GLC-10031,Great Lakes Comfort Systems,Install,Installer,L2,FT,27.08,Hourly,40.0,2021-10-05,,Active,MI
GLC-10063,Great Lakes Comfort Systems,Install,Installer,L2,FT,24.18,Hourly,40.0,2024-01-16,,Active,MI
PIN-10158,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,Regular,19.64,,,2017-01-24,,Active,TX
NHS-10070,Northstar Corporate,Executive & Corporate,Operations Analyst,,,76000.0,Annual,40.0,2023-06-03,,Active,FL
BAY-10069,Bayside Mechanical,Install,HVAC Installer II,,FT,29.65,Hourly,40.0,2017-09-12,,Active,FL
PIN-10215,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Full-Time,24.48,,,2022-01-31,,Active,TX
BAY-10339,Bayside Mechanical,Sales,Comfort Advisor,,FT,44500.0,Annual,40.0,2011-06-30,,Active,FL
GLC-10316,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Regular,19.81,Hourly,28.0,2023-12-10,,Active,MI
PIN-10111,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Regular,40.91,,,2021-07-25,,Active,TX
BAY-10335,Bayside Mechanical,Sales,Comfort Advisor,,FT,47500.0,Annual,40.0,2025-09-30,,Active,FL
BAY-10384,Bayside Mechanical,Customer Care,Customer Service Rep,,FT,17.52,Hourly,40.0,2014-01-23,,Active,FL
NHS-C329,Northstar Corporate,IT,IT Consultant,,Contractor,92.9,Hourly,40.0,2026-02-16,,Active,FL
BAY-10156,Bayside Mechanical,Service,HVAC Service Tech I,,Full-Time,17.22,Hourly,40.0,2025-06-26,,Active,FL
PIN-10405,Pinnacle Plumbing & Drain,Fleet,Fleet Coordinator,,Full-Time,59500.0,,,2023-02-26,,Active,TX
PIN-10419,Pinnacle Plumbing & Drain,Acctg,Senior Accountant,,,86500.0,,,2025-05-25,,Active,TX
GLC-10188,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,FT,29.23,Hourly,40.0,2025-04-03,,Active,MI
BAY-10203,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,25.19,Hourly,40.0,2024-07-03,,Active,FL
RED-10187,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,FT,36.26,Hourly,,2023-07-03,,Active,AZ
GLC-10241,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,Full-Time,36.53,Hourly,40.0,2021-06-10,,Active,MI
RED-C325,Redwood Electric,Field Ops - Service,Contract Electrician,,1099,49.9,Hourly,,2025-09-13,,Active,AZ
BAY-10378,Bayside Mechanical,Customer Care,Customer Service Rep,,Regular,20.18,Hourly,29.0,2021-03-28,,Active,FL
PIN-10327,Pinnacle Plumbing & Drain,Call Center,CSR,,Regular,20.69,,,2019-11-08,,Active,TX
PIN-10043,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,,29.13,,,2024-06-26,,Active,TX
NHS-10007,Northstar Corporate,Finance & Accounting,Senior Accountant,,,76500.0,Annual,40.0,2024-03-10,,Active,FL
PIN-10273,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Regular,39.78,,,2025-05-25,,Active,TX
NHS-10028,Northstar Corporate,IT,Help Desk Technician,,Regular,26.15,Hourly,40.0,2019-03-15,,Active,FL
GLC-10014,Great Lakes Comfort Systems,Install,Installer,L1,,19.87,Hourly,40.0,2023-01-19,,Active,MI
BAY-10429,Bayside Mechanical,Customer Care,Call Center Supervisor,,,57500.0,Annual,40.0,2021-10-28,,Leave,FL
RED-10022,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,26.15,Hourly,,2026-01-18,,Active,AZ
RED-10066,Redwood Electric,Installation,Electrical Installer (Lvl 2),,FT,24.76,Hourly,,2021-03-15,,Active,AZ
BAY-10450,Bayside Mechanical,Warehouse,Parts Coordinator,,Regular,22.56,Hourly,40.0,2022-01-07,,Active,FL
PIN-10128,Pinnacle Plumbing & Drain,Field,Installation Manager,,Full-Time,79000.0,,,2023-11-19,,Active,TX
GLC-10261,Great Lakes Comfort Systems,Service - Plumbing,Service Manager,L5,Regular,93000.0,Annual,40.0,2017-08-24,,Active,MI
PIN-10179,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,29.27,,,2022-03-08,,Active,TX
BAY-10138,Bayside Mechanical,Install,Install Mgr,,Full-Time,79000.0,Annual,40.0,2023-05-22,,Active,FL
BAY-10245,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,29.14,Hourly,40.0,2020-02-01,,Active,FL
RED-10257,Redwood Electric,Parts & Fleet,Warehouse Associate,,,18.45,Hourly,,2023-02-09,,Active,AZ
GLC-10341,Great Lakes Comfort Systems,Customer Care,Call Center Supervisor,L3,Regular,55500.0,Annual,40.0,2024-03-29,,Active,MI
GLC-10026,Great Lakes Comfort Systems,Install,Installer,L1,Regular,21.87,Hourly,40.0,2017-10-30,,Active,MI
BAY-10365,Bayside Mechanical,Sales,Inside Sales Representative,,Regular,18.17,Hourly,40.0,2020-09-08,,Active,FL
BAY-10099,Bayside Mechanical,Install,HVAC Installer II,,FT,24.31,Hourly,40.0,2023-01-17,,Active,FL
PIN-10271,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Full-Time,38.34,,,2024-12-29,,Active,TX
RED-10273,Redwood Electric,Finance,Staff Accountant,,Regular,62000.0,Annual,,2023-03-11,,Active,AZ
BAY-10132,Bayside Mechanical,Install,Install Mgr,,Full-Time,84000.0,Annual,40.0,2019-04-06,,Active,FL
NHS-10038,Northstar Corporate,IT,Systems Administrator,,,77500.0,Annual,40.0,2025-12-24,,Active,FL
BAY-10248,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,25.3,Hourly,40.0,2021-12-26,,Active,FL
RED-10265,Redwood Electric,Parts & Fleet,Parts Coordinator,,Full-Time,20.11,Hourly,,2016-11-19,,Active,AZ
BAY-10268,Bayside Mechanical,Service,HVAC Service Tech II,,FT,25.22,Hourly,40.0,2025-01-29,,Active,FL
GLC-10228,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,Regular,41.98,Hourly,40.0,2022-11-11,,Active,MI
NHS-10073,Northstar Corporate,Executive & Corporate,Regional Vice President,,Full-Time,206500.0,Annual,40.0,2024-02-19,,Active,FL
BAY-10176,Bayside Mechanical,Service,HVAC Service Tech I,,Full-Time,19.28,Hourly,40.0,2026-02-22,,Active,FL
PIN-10086,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,29.84,,,2024-12-05,,Active,TX
GLC-10281,Great Lakes Comfort Systems,Sales,Comfort Advisor,L2,Full-Time,47000.0,Annual,40.0,2014-07-10,,Active,MI
BAY-10418,Bayside Mechanical,Customer Care,Dispatcher,,,24.29,Hourly,40.0,2024-12-23,,Active,FL
RED-10217,Redwood Electric,Sales,Sr Home Solutions Consultant,,Regular,55500.0,Annual,,2022-02-15,,Active,AZ
GLC-10290,Great Lakes Comfort Systems,Sales,Inside Sales Representative,L1,Regular,19.87,Hourly,40.0,2019-09-05,,Active,MI
BAY-10021,Bayside Mechanical,Install,HVAC Installer I,,,20.76,Hourly,40.0,2019-03-22,,Active,FL
BAY-10273,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,32.84,Hourly,40.0,2025-03-09,,Active,FL
GLC-90072,Great Lakes Comfort Systems,Customer Care,Call Center Supervisor,L3,Regular,59000.0,Annual,40.0,2022-04-22,2025-07-31,Terminated,MI
BAY-10049,Bayside Mechanical,Install,HVAC Installer II,,Regular,28.16,Hourly,40.0,2026-06-07,,Active,FL
GLC-10134,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,FT,21.08,Hourly,40.0,2020-02-08,,Active,MI
RED-10001,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),,,18.23,Hourly,,2021-02-25,,Active,AZ
BAY-10315,Bayside Mechanical,Service,Service Supervisor,,Full-Time,77000.0,Annual,40.0,2024-04-18,,Active,FL
BAY-10292,Bayside Mechanical,Service,HVAC Service Tech III,,FT,42.21,Hourly,40.0,2025-11-16,,Active,FL
GLC-10266,Great Lakes Comfort Systems,Service - HVAC,Service Manager,L5,FT,85500.0,Annual,40.0,2021-12-03,,Active,MI
BAY-10086,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,27.2,Hourly,40.0,2016-12-28,,Active,FL
RED-10078,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,,44.25,Hourly,,2023-12-25,,Active,AZ
GLC-10276,Great Lakes Comfort Systems,Sales,Comfort Advisor,L2,Regular,45500.0,Annual,40.0,2026-02-18,,Active,MI
PIN-10059,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,22.57,,,2024-05-09,,Active,TX
PIN-10037,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,28.02,,,2026-06-15,,Active,TX
BAY-10302,Bayside Mechanical,Service,HVAC Service Tech III,,FT,43.37,Hourly,40.0,2016-11-30,,Active,FL
GLC-10171,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Full-Time,30.95,Hourly,40.0,2024-03-31,,Active,MI
PIN-10247,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Full-Time,36.94,,,2021-08-09,,Active,TX
PIN-10274,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Full-Time,41.26,,,2026-06-21,,Active,TX
BAY-10353,Bayside Mechanical,Sales,Comfort Advisor,,Regular,55000.0,Annual,40.0,2025-05-15,,Active,FL
GLC-10245,Great Lakes Comfort Systems,Service - Plumbing,Technician,L3,FT,39.06,Hourly,40.0,2024-01-08,,Active,MI
PIN-10192,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,31.53,,,2020-03-18,,Active,TX
BAY-C313,Bayside Mechanical,Install,Contract Installer,,Contractor,44.79,Hourly,40.0,2024-10-14,,Active,FL
PIN-10148,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,Regular,18.15,,,2024-09-08,,Active,TX
BAY-10313,Bayside Mechanical,Service,Service Supervisor,,Regular,83500.0,Annual,40.0,2021-08-16,,Active,FL
RED-10130,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,24.78,Hourly,,2024-04-16,,Active,AZ
BAY-10161,Bayside Mechanical,Service,HVAC Service Tech I,,,18.59,Hourly,40.0,2026-02-13,,Active,FL
BAY-90099,Bayside Mechanical,Service,HVAC Service Tech II,,FT,28.43,Hourly,40.0,2019-12-11,2025-11-08,Terminated,FL
GLC-10353,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,Regular,20.72,Hourly,40.0,2025-08-25,,Active,MI
PIN-90065,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,31.83,,,2022-09-17,2026-03-21,Terminated,TX
RED-10062,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,29.65,Hourly,,2023-08-10,,Active,AZ
BAY-10023,Bayside Mechanical,Install,HVAC Installer I,,Regular,21.71,Hourly,40.0,2024-09-09,,Active,FL
GLC-10249,Great Lakes Comfort Systems,Service - Plumbing,Technician,L3,Full-Time,36.31,Hourly,40.0,2025-12-12,,Active,MI
BAY-10031,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,28.6,Hourly,40.0,2025-10-30,,Active,FL
GLC-10359,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,Regular,18.82,Hourly,25.0,2021-01-26,,Active,MI
PIN-10347,Pinnacle Plumbing & Drain,Call Center,CSR,,Regular,19.57,,,2024-07-21,,Active,TX
GLC-10226,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,Regular,37.97,Hourly,40.0,2019-08-05,,Active,MI
BAY-10046,Bayside Mechanical,Install,HVAC Installer II,,FT,22.34,Hourly,40.0,2021-10-31,,Active,FL
BAY-90081,Bayside Mechanical,Service,HVAC Service Tech II,,,24.11,Hourly,40.0,2021-02-16,2025-08-01,Terminated,FL
NHS-10069,Northstar Corporate,Executive & Corporate,Operations Analyst,,FT,77000.0,Annual,40.0,2024-08-26,,Active,FL
BAY-10233,Bayside Mechanical,Service,HVAC Service Tech II,,FT,30.23,Hourly,40.0,2022-04-01,,Active,FL
PIN-10331,Pinnacle Plumbing & Drain,Call Center,CSR,,Regular,19.13,,,2021-05-05,,Active,TX
RED-10135,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Full-Time,30.56,Hourly,,2024-11-13,,Active,AZ
PIN-10322,Pinnacle Plumbing & Drain,Sales,Sales Manager,,FT,109000.0,,,2023-08-16,,Active,TX
RED-10121,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,29.04,Hourly,,2023-06-22,,Active,AZ
PIN-C337,Pinnacle Plumbing & Drain,Fleet,Temp Warehouse Associate,,Temp,19.77,,,2024-10-11,,Active,TX
NHS-10016,Northstar Corporate,HR,HR Business Partner,,Full-Time,81000.0,Annual,40.0,2022-08-18,,Active,FL
PIN-10316,Pinnacle Plumbing & Drain,Sales,Inside Sales Representative,,FT,21.93,,,2023-06-02,,Active,TX
GLC-10071,Great Lakes Comfort Systems,Install,Installer,L2,,28.99,Hourly,40.0,2022-08-30,,Active,MI
BAY-10422,Bayside Mechanical,Customer Care,Dispatcher,,Regular,23.7,Hourly,40.0,2014-11-25,,Active,FL
RED-10150,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,,30.26,Hourly,,2020-03-27,,Active,AZ
PIN-10251,Pinnacle Plumbing & Drain,Field,Plumber - Master,,FT,41.57,,,2024-09-11,,Active,TX
BAY-10179,Bayside Mechanical,Service,HVAC Service Tech II,,,28.47,Hourly,40.0,2025-05-22,,Active,FL
PIN-90093,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Full-Time,36.94,,,2019-05-09,,Terminated,TX
PIN-10010,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,Seasonal,21.98,,,2024-09-23,,Active,TX
GLC-10327,Great Lakes Comfort Systems,Customer Care,Dispatcher,L2,Regular,22.89,Hourly,40.0,2022-12-26,,Active,MI
GLC-10118,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,FT,20.44,Hourly,40.0,2024-10-09,,Active,MI
BAY-10407,Bayside Mechanical,Customer Care,Customer Service Rep,,FT,18.56,Hourly,25.0,2018-04-14,,Active,FL
RED-90051,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,,26.82,Hourly,,2015-03-31,,Terminated,AZ
